Variable,Importance,token
tfidf_Nachricht_liefern,1.3360037526479427,liefern
tfidf_Nachricht_baldige,1.3309627949328178,baldige
tfidf_Nachricht_erlebt,1.3225761965628453,erlebt
tfidf_Nachricht_obwohl,1.3145695439317158,obwohl
tfidf_Nachricht_glaube,1.307204975595353,glaube
tfidf_Nachricht_investitionen,1.2834654616331682,investitionen
tfidf_Nachricht_vorteile,1.2680411414349082,vorteile
tfidf_Nachricht_anwendungen,1.254349884934717,anwendungen
tfidf_Nachricht_anleitungen,1.2518781780804749,anleitungen
tfidf_Nachricht_bitte,1.2487428343120834,bitte
tfidf_Nachricht_steigern,1.244915720459997,steigern
tfidf_Nachricht_bisher,1.2373297547746036,bisher
tfidf_Nachricht_überprüfen,1.229900542124947,überprüfen
tfidf_Nachricht_wäre,1.2176938969181117,wäre
tfidf_Nachricht_vertraulichkeit,1.213275674568385,vertraulichkeit
tfidf_Nachricht_dokumentationen,1.2056614437844941,dokumentationen
tfidf_Nachricht_investitionsentscheidungen,1.19239977115899,investitionsentscheidungen
tfidf_Nachricht_tools,1.1916719530210425,tools
tfidf_Nachricht_kontaktieren,1.1827404560539043,kontaktieren
tfidf_Nachricht_dringend,1.1806644400582178,dringend
tfidf_Nachricht_verfügbarkeit,1.1788521148893027,verfügbarkeit
tfidf_Nachricht_danke,1.1651309637706062,danke
tfidf_Nachricht_softwarekonflikte,1.1610881437745744,softwarekonflikte
tfidf_Nachricht_beeinträchtigen,1.1578913309620922,beeinträchtigen
tfidf_Nachricht_situation,1.152823949820227,situation
tfidf_Nachricht_gesundheitsdienstleister,1.127989514105334,gesundheitsdienstleister
tfidf_Nachricht_konnte,1.1239821961194407,konnte
tfidf_Nachricht_vermutlich,1.1114437292477397,vermutlich
tfidf_Nachricht_konnten,1.1106685605275792,konnten
tfidf_Nachricht_gelöst,1.1101503032747988,gelöst
tfidf_Nachricht_bald,1.0970094005603024,bald
tfidf_Nachricht_bislang,1.0932678959104696,bislang
tfidf_Nachricht_neustarts,1.0855306221563206,neustarts
tfidf_Nachricht_schutz,1.0820872802843498,schutz
tfidf_Nachricht_social,1.0762033715239971,social
tfidf_Nachricht_umfassten,1.0710040359443478,umfassten
tfidf_Nachricht_besonders,1.060307867035829,besonders
tfidf_Nachricht_erste,1.0577275196005873,erste
tfidf_Nachricht_geben,1.0521370947046158,geben
tfidf_Nachricht_mehrere,1.050706107606336,mehrere
tfidf_Nachricht_voraus,1.0466209819272683,voraus
tfidf_Nachricht_passwörter,1.0462911705726938,passwörter
tfidf_Nachricht_zusätzlich,1.0368045648648068,zusätzlich
tfidf_Nachricht_fähigkeiten,1.0309535684772833,fähigkeiten
tfidf_Nachricht_ratschläge,1.0283198874222934,ratschläge
tfidf_Nachricht_dokumentation,1.0153185550204329,dokumentation
tfidf_Nachricht_kürzliche,1.0089518346081423,kürzliche
tfidf_Nachricht_maßnahmen,0.999624189418073,maßnahmen
tfidf_Nachricht_verbindungsprobleme,0.9991420693074505,verbindungsprobleme
tfidf_Nachricht_software,0.9988326716614602,software
tfidf_Nachricht_erkunden,0.9905347825863299,erkunden
tfidf_Nachricht_einstellungen,0.9898896289182143,einstellungen
tfidf_Nachricht_vermuten,0.9851528847151412,vermuten
tfidf_Nachricht_relevante,0.9845788573057597,relevante
tfidf_Nachricht_bewährte,0.9770721551419701,bewährte
tfidf_Nachricht_benutzer,0.9646518381338474,benutzer
tfidf_Nachricht_störungen,0.9317452208677368,störungen
tfidf_Nachricht_entscheidungen,0.9266282009496909,entscheidungen
tfidf_Nachricht_schwachstellen,0.9188475761684779,schwachstellen
tfidf_Nachricht_thema,0.9040469159046243,thema
tfidf_Nachricht_neueste,0.9017578501631369,neueste
tfidf_Nachricht_identifizieren,0.9000020268293456,identifizieren
tfidf_Nachricht_geräte,0.899163894403167,geräte
tfidf_Nachricht_erfolg,0.8936205673271318,erfolg
tfidf_Nachricht_sicherung,0.891324125270491,sicherung
tfidf_Nachricht_mögliche,0.8885878315444417,mögliche
tfidf_Nachricht_neuesten,0.8821379453349366,neuesten
tfidf_Nachricht_leeren,0.8735281221698438,leeren
tfidf_Nachricht_schnell,0.8709892269798838,schnell
tfidf_Nachricht_hipaa,0.8697190861047598,hipaa
tfidf_Nachricht_besorgt,0.8663601483123122,besorgt
tfidf_Nachricht_vorfälle,0.8650850851746072,vorfälle
tfidf_Nachricht_interessiere,0.8632774517431817,interessiere
tfidf_Nachricht_geehrter,0.861526535772283,geehrter
tfidf_Nachricht_gemeldet,0.8569168962913453,gemeldet
tfidf_Nachricht_verbesserung,0.8520424659114362,verbesserung
tfidf_Nachricht_letzten,0.8500091917525351,letzten
tfidf_Nachricht_marketingagentur,0.8460998571841182,marketingagentur
tfidf_Nachricht_spezifische,0.8454471067134118,spezifische
tfidf_Nachricht_nutzen,0.8442672018527647,nutzen
tfidf_Nachricht_arbeitet,0.8371832290742314,arbeitet
tfidf_Nachricht_hilfreich,0.8369034754589475,hilfreich
tfidf_Nachricht_aufgetreten,0.8364456053297108,aufgetreten
tfidf_Nachricht_zudem,0.825602778124988,zudem
tfidf_Nachricht_datenanalyse,0.823012886861495,datenanalyse
tfidf_Nachricht_compliance,0.8216351711888792,compliance
tfidf_Nachricht_media,0.8204716215973595,media
tfidf_Nachricht_beantragen,0.8203994209744578,beantragen
tfidf_Nachricht_zugriff,0.811262026232913,zugriff
tfidf_Nachricht_zugriffsversuche,0.8103869086094392,zugriffsversuche
tfidf_Nachricht_vermutet,0.8099422316120035,vermutet
tfidf_Nachricht_gab,0.8091761918928633,gab
tfidf_Nachricht_überlastung,0.8080110574216897,überlastung
tfidf_Nachricht_präsenz,0.8052369193250288,präsenz
tfidf_Nachricht_serverbelastung,0.78682477949704,serverbelastung
tfidf_Nachricht_schützen,0.7840487211682582,schützen
tfidf_Nachricht_unterstützung,0.7802283608661073,unterstützung
tfidf_Nachricht_worden,0.7776668455929184,worden
tfidf_Nachricht_erleichtern,0.7740397217046614,erleichtern
tfidf_Nachricht_kritischen,0.77284168734729,kritischen
tfidf_Nachricht_bessere,0.7684545554610498,bessere
tfidf_Nachricht_untersuchungen,0.7658727381709708,untersuchungen
tfidf_Nachricht_gewährleisten,0.7581472745522193,gewährleisten
tfidf_Nachricht_anlagestrategien,0.7576784993523453,anlagestrategien
tfidf_Nachricht_aktualisieren,0.7557053939491243,aktualisieren
tfidf_Nachricht_umfassende,0.754938217469092,umfassende
tfidf_Nachricht_dankbar,0.7497468641259493,dankbar
tfidf_Nachricht_schnelle,0.7495291653300963,schnelle
tfidf_Nachricht_aktualisierungen,0.747858209579741,aktualisierungen
tfidf_Nachricht_erhöhen,0.7468109018969058,erhöhen
tfidf_Nachricht_malware,0.7421592717311521,malware
tfidf_Nachricht_geleert,0.7388749503736345,geleert
tfidf_Nachricht_deren,0.7375924657529067,deren
tfidf_Nachricht_beobachtet,0.7325217653144146,beobachtet
tfidf_Nachricht_entstanden,0.7263967995634926,entstanden
tfidf_Nachricht_möglichkeiten,0.7219571697624683,möglichkeiten
tfidf_Nachricht_mehreren,0.7211593492686986,mehreren
tfidf_Nachricht_einhaltung,0.7209916443448761,einhaltung
tfidf_Nachricht_erfolglos,0.7155156569710034,erfolglos
tfidf_Nachricht_agentur,0.7147872353639741,agentur
tfidf_Nachricht_effizienz,0.710032530449168,effizienz
tfidf_Nachricht_sofortige,0.702142643887444,sofortige
tfidf_Nachricht_betroffen,0.6997571262268865,betroffen
tfidf_Nachricht_schwache,0.6973710842526052,schwache
tfidf_Nachricht_suchmaschinenoptimierung,0.6970941397819966,suchmaschinenoptimierung
tfidf_Nachricht_gibt,0.694831107597249,gibt
tfidf_Nachricht_veralteter,0.692147726077179,veralteter
tfidf_Nachricht_einschränkungen,0.6907844141253543,einschränkungen
tfidf_Nachricht_behoben,0.6895384566702615,behoben
tfidf_Nachricht_trotzdem,0.6888321894880863,trotzdem
tfidf_Nachricht_wissen,0.6826983997570033,wissen
tfidf_Nachricht_phishing,0.6812862899153297,phishing
tfidf_Nachricht_verwendet,0.6797883238948025,verwendet
tfidf_Nachricht_angebotenen,0.6788024947816375,angebotenen
tfidf_Nachricht_berichten,0.6771782477650049,berichten
tfidf_Nachricht_förderung,0.673453137322785,förderung
tfidf_Nachricht_softwareversionen,0.6715009974414498,softwareversionen
tfidf_Nachricht_zurückzusetzen,0.6665517244054873,zurückzusetzen
tfidf_Nachricht_stoßzeiten,0.6642534808023611,stoßzeiten
tfidf_Nachricht_wenden,0.6622307851726673,wenden
tfidf_Nachricht_wachstum,0.6596424944896544,wachstum
tfidf_Nachricht_erforderlichen,0.6592052461211719,erforderlichen
tfidf_Nachricht_ergriffen,0.654371919040591,ergriffen
tfidf_Nachricht_verbindungen,0.6533302634755573,verbindungen
tfidf_Nachricht_bemerkt,0.6529703175390378,bemerkt
tfidf_Nachricht_prüfen,0.6490995472951779,prüfen
tfidf_Nachricht_regelmäßige,0.6383472562081313,regelmäßige
tfidf_Nachricht_unerwarteten,0.6358562487655637,unerwarteten
tfidf_Nachricht_verschlüsselung,0.6351676509108176,verschlüsselung
tfidf_Nachricht_kompatibilitätsprobleme,0.633762291549357,kompatibilitätsprobleme
tfidf_Nachricht_fallstudien,0.6324726076949865,fallstudien
tfidf_Nachricht_bestand,0.6261426723415383,bestand
tfidf_Nachricht_schritte,0.6229098271898683,schritte
tfidf_Nachricht_überprüfung,0.6223123405488246,überprüfung
tfidf_Nachricht_integrationsprozess,0.6186395195024247,integrationsprozess
tfidf_Nachricht_beispiele,0.6164842597772388,beispiele
tfidf_Nachricht_untersuchen,0.6150444136436278,untersuchen
tfidf_Nachricht_beim,0.6132623269084763,beim
tfidf_Nachricht_medizinische,0.612185694491365,medizinische
tfidf_Nachricht_akten,0.6120243768153819,akten
tfidf_Nachricht_unautorisierte,0.6101389605521776,unautorisierte
tfidf_Nachricht_verstehen,0.6083779807974365,verstehen
tfidf_Nachricht_bereich,0.60742195697688806,bereich
tfidf_Nachricht_notwendigen,0.6060500267744336,notwendigen
tfidf_Nachricht_br,0.6023418767689477,br
tfidf_Nachricht_vereinfachen,0.5988916533130473,vereinfachen
tfidf_Nachricht_behebung,0.5883455521236691,behebung
tfidf_Nachricht_softwareupdates,0.5862449948722669,softwareupdates
tfidf_Nachricht_erreichen,0.5836379884156268,erreichen
tfidf_Nachricht_rabatte,0.5833129732986999,rabatte
tfidf_Nachricht_willkommen,0.5831077365841174,willkommen
tfidf_Nachricht_wahrscheinlich,0.582721938968358,wahrscheinlich
tfidf_Nachricht_infrastruktur,0.5823955051137363,infrastruktur
tfidf_Nachricht_einrichtung,0.5822709134596742,einrichtung
tfidf_Nachricht_integriert,0.5820246401527482,integriert
tfidf_Nachricht_beitragen,0.5807370995946465,beitragen
tfidf_Nachricht_wichtig,0.5790961245833324,wichtig
tfidf_Nachricht_empfehlungen,0.5743947217020386,empfehlungen
tfidf_Nachricht_sicherheitsfunktionen,0.571057422651867,sicherheitsfunktionen
tfidf_Nachricht_betrifft,0.569610842133745,betrifft
tfidf_Nachricht_führte,0.5693438597467939,führte
tfidf_Nachricht_kampagnen,0.5691548481304444,kampagnen
tfidf_Nachricht_dabei,0.5640044010182783,dabei
tfidf_Nachricht_ansätze,0.5593978839706433,ansätze
tfidf_Nachricht_installieren,0.5555771333301386,installieren
tfidf_Nachricht_hilfe,0.5517463646815284,hilfe
tfidf_Nachricht_erleben,0.5496306927609408,erleben
tfidf_Nachricht_änderungen,0.5464059998761449,änderungen
tfidf_Nachricht_nächsten,0.5459860840039501,nächsten
tfidf_Nachricht_besprechen,0.5459295265857312,besprechen
tfidf_Nachricht_ermitteln,0.5454281776204826,ermitteln
tfidf_Nachricht_interessieren,0.5431564737792842,interessieren
tfidf_Nachricht_trends,0.5429214292195904,trends
tfidf_Nachricht_data,0.539944090224697,data
tfidf_Nachricht_vermeiden,0.5381973307321547,vermeiden
tfidf_Nachricht_markenwachstums,0.5344325659490528,markenwachstums
tfidf_Nachricht_regeln,0.5307770799069094,regeln
tfidf_Nachricht_liegt,0.5302920284008792,liegt
tfidf_Nachricht_lösungen,0.527927255525921,lösungen
tfidf_Nachricht_krankenhäusern,0.5264404238151162,krankenhäusern
tfidf_Nachricht_nutzung,0.5263193890747251,nutzung
tfidf_Nachricht_eingeleitet,0.5251726266884968,eingeleitet
tfidf_Nachricht_gründe,0.5238126590417785,gründe
tfidf_Nachricht_erhebliche,0.5233157327620392,erhebliche
tfidf_Nachricht_sensibler,0.5230786290761844,sensibler
tfidf_Nachricht_allerdings,0.5225271123503922,allerdings
tfidf_Nachricht_vorläufige,0.5206126177211359,vorläufige
tfidf_Nachricht_blieben,0.5203813521619377,blieben
tfidf_Nachricht_erweiterte,0.5199640957531328,erweiterte
tfidf_Nachricht_bezug,0.5177233265160432,bezug
tfidf_Nachricht_serverüberlastung,0.5136886882669808,serverüberlastung
tfidf_Nachricht_verursachen,0.513139548786332,verursachen
tfidf_Nachricht_erkannt,0.5130201545649709,erkannt
tfidf_Nachricht_online,0.5127470360174575,online
tfidf_Nachricht_benötigt,0.5106371945599538,benötigt
tfidf_Nachricht_sicherheitsverletzung,0.5071818573234986,sicherheitsverletzung
tfidf_Nachricht_lernen,0.5069908296108622,lernen
tfidf_Nachricht_implementierung,0.5041168680762901,implementierung
tfidf_Nachricht_a,0.5040594046856387,a
tfidf_Nachricht_funktionen,0.49718629074264387,funktionen
tfidf_Nachricht_konflikte,0.49517277623748535,konflikte
tfidf_Nachricht_server,0.4934857345489573,server
tfidf_Nachricht_umfasst,0.4919976071217352,umfasst
tfidf_Nachricht_tutorials,0.4919338247261494,tutorials
tfidf_Nachricht_werkzeuge,0.49191891736940485,werkzeuge
tfidf_Nachricht_benötige,0.4910456572387195,benötige
tfidf_Nachricht_minimieren,0.49072650363490256,minimieren
tfidf_Nachricht_content,0.49049314509030956,content
tfidf_Nachricht_entdeckt,0.4901733817976112,entdeckt
tfidf_Nachricht_bewährten,0.48954426652163785,bewährten
tfidf_Nachricht_informierte,0.48947670647141583,informierte
tfidf_Nachricht_umfeld,0.48836073464280433,umfeld
tfidf_Nachricht_sicherheit,0.4882344889482901,sicherheit
tfidf_Nachricht_firmware,0.48765634570300787,firmware
tfidf_Nachricht_datenverschlüsselung,0.48470397763167195,datenverschlüsselung
tfidf_Nachricht_ursprung,0.4846271759761212,ursprung
tfidf_Nachricht_dennoch,0.48211804151094284,dennoch
tfidf_Nachricht_unerwarteter,0.479412721655588,unerwarteter
tfidf_Nachricht_integrieren,0.47761829511267284,integrieren
tfidf_Nachricht_bieten,0.47674561114873054,bieten
tfidf_Nachricht_geführt,0.4731521565196715,geführt
tfidf_Nachricht_angelegenheit,0.47292476335242695,angelegenheit
tfidf_Nachricht_jegliche,0.4710285497101595,jegliche
tfidf_Nachricht_versuchen,0.4692907651036821,versuchen
tfidf_Nachricht_zurückgeführt,0.4683994801091267,zurückgeführt
tfidf_Nachricht_verletzung,0.46606555922447446,verletzung
tfidf_Nachricht_vorfall,0.4643805426964673,vorfall
tfidf_Nachricht_auswirkungen,0.46269737056410315,auswirkungen
tfidf_Nachricht_investitionsstrategien,0.4624441600364106,investitionsstrategien
tfidf_Nachricht_bedeutung,0.45932805346776456,bedeutung
tfidf_Nachricht_datenintegration,0.4573047200592946,datenintegration
tfidf_Nachricht_as,0.45634241843050793,as
tfidf_Nachricht_verfahren,0.45331647066889447,verfahren
tfidf_Nachricht_häufige,0.4526406832628609,häufige
tfidf_Nachricht_daran,0.44950503356302046,daran
tfidf_Nachricht_oracle,0.4489800299833364,oracle
tfidf_Nachricht_verbesserte,0.4482456547476761,verbesserte
tfidf_Nachricht_digitalen,0.4472856776064108,digitalen
tfidf_Nachricht_vorschriften,0.44550305916121397,vorschriften
tfidf_Nachricht_netzwerkverbindungen,0.44281630884513695,netzwerkverbindungen
tfidf_Nachricht_integrationsprobleme,0.44119405962628344,integrationsprobleme
tfidf_Nachricht_systeme,0.4392853117478088,systeme
tfidf_Nachricht_erweitern,0.43886872768401647,erweitern
tfidf_Nachricht_beständig,0.4383131987408974,beständig
tfidf_Nachricht_scheinen,0.4358895316003357,scheinen
tfidf_Nachricht_sicheren,0.43317905937571777,sicheren
tfidf_Nachricht_gewährleistung,0.43279252953702324,gewährleistung
tfidf_Nachricht_datenanalysetools,0.4318146356270388,datenanalysetools
tfidf_Nachricht_effektiven,0.4291496449638353,effektiven
tfidf_Nachricht_ausfall,0.42543291775294745,ausfall
tfidf_Nachricht_trat,0.42539959338968286,trat
tfidf_Nachricht_stören,0.42275588273003634,stören
tfidf_Nachricht_service,0.42219539510446136,service
tfidf_Nachricht_spezifischen,0.42191694115931844,spezifischen
tfidf_Nachricht_effizienter,0.4204495038450542,effizienter
tfidf_Nachricht_wiederherzustellen,0.42010325267327303,wiederherzustellen
tfidf_Nachricht_gesundheitsdaten,0.41929513904849613,gesundheitsdaten
tfidf_Nachricht_verwendung,0.4177329545583066,verwendung
tfidf_Nachricht_verhindern,0.4163722690907499,verhindern
tfidf_Nachricht_gesamtleistung,0.41563913714357387,gesamtleistung
tfidf_Nachricht_spitzenzeiten,0.4119415583939733,spitzenzeiten
tfidf_Nachricht_löschen,0.41133419277067335,löschen
tfidf_Nachricht_intensiv,0.4104966072048616,intensiv
tfidf_Nachricht_schnellen,0.406901581725788,schnellen
tfidf_Nachricht_falls,0.40272658957645613,falls
tfidf_Nachricht_z,0.4022908471103393,z
tfidf_Nachricht_neustarten,0.4013252611363596,neustarten
tfidf_Nachricht_verstärkt,0.39945718455028417,verstärkt
tfidf_Nachricht_ergebnisse,0.3992040907438678,ergebnisse
tfidf_Nachricht_langsam,0.3982304509262913,langsam
tfidf_Nachricht_vermute,0.3953222757342228,vermute
tfidf_Nachricht_produkte,0.39515309904871854,produkte
tfidf_Nachricht_sicherheitslücke,0.39358450072334317,sicherheitslücke
tfidf_Nachricht_durchgeführte,0.39306063523322393,durchgeführte
tfidf_Nachricht_digitaler,0.3923415227297044,digitaler
tfidf_Nachricht_verbesserungen,0.39119713574640685,verbesserungen
tfidf_Nachricht_ibm,0.3891560771006516,ibm
tfidf_Nachricht_unterstützen,0.38909292688525304,unterstützen
tfidf_Nachricht_konfigurationsfehler,0.38907300856985877,konfigurationsfehler
tfidf_Nachricht_blieb,0.3886938162025399,blieb
tfidf_Nachricht_schön,0.3886611807569754,schön
tfidf_Nachricht_integrationsmöglichkeiten,0.3882779424239006,integrationsmöglichkeiten
tfidf_Nachricht_überwacht,0.38729485316112594,überwacht
tfidf_Nachricht_schnellstmöglich,0.38659223285536426,schnellstmöglich
tfidf_Nachricht_mitteilen,0.38635707614243076,mitteilen
tfidf_Nachricht_bereitgestellt,0.38464651491588325,bereitgestellt
tfidf_Nachricht_deuten,0.3827492435975687,deuten
tfidf_Nachricht_ausfälle,0.38142124054720283,ausfälle
tfidf_Nachricht_innerhalb,0.380791378749057,innerhalb
tfidf_Nachricht_gefunden,0.3798617008076625,gefunden
tfidf_Nachricht_antwort,0.3769680824763882,antwort
tfidf_Nachricht_bestanden,0.3767987361303976,bestanden
tfidf_Nachricht_robuste,0.3766216395910396,robuste
tfidf_Nachricht_tritt,0.3764683468254825,tritt
tfidf_Nachricht_melde,0.3761951422544735,melde
tfidf_Nachricht_konsequenzen,0.3760580284567153,konsequenzen
tfidf_Nachricht_digitale,0.3754828269945643,digitale
tfidf_Nachricht_kontaktiere,0.37413086012428903,kontaktiere
tfidf_Nachricht_aktuelle,0.3719577937064696,aktuelle
tfidf_Nachricht_angepasst,0.370199599931354,angepasst
tfidf_Nachricht_krankenhäuser,0.3700121779538955,krankenhäuser
tfidf_Nachricht_skalierbarkeit,0.3689660430864949,skalierbarkeit
tfidf_Nachricht_smart,0.367549102675323,smart
tfidf_Nachricht_gestalten,0.36596061152182185,gestalten
tfidf_Nachricht_mail,0.36552732220114376,mail
tfidf_Nachricht_dashboards,0.3638577042717263,dashboards
tfidf_Nachricht_integrationsfähigkeiten,0.3622012445503251,integrationsfähigkeiten
tfidf_Nachricht_störung,0.3609545278260365,störung
tfidf_Nachricht_anpassungsoptionen,0.3594447272770524,anpassungsoptionen
tfidf_Nachricht_installiert,0.3591692528543339,installiert
tfidf_Nachricht_influencer,0.35914861138725473,influencer
tfidf_Nachricht_veralteten,0.35882432802730113,veralteten
tfidf_Nachricht_erweiterung,0.35858319543356904,erweiterung
tfidf_Nachricht_betroffenen,0.3582054103840668,betroffenen
tfidf_Nachricht_erforderlich,0.3579666863486063,erforderlich
tfidf_Nachricht_zugriffskontrolle,0.35777924507895725,zugriffskontrolle
tfidf_Nachricht_rechnungen,0.35732760086717597,rechnungen
tfidf_Nachricht_echtzeit,0.3565228823961319,echtzeit
tfidf_Nachricht_geschützt,0.3563765355475607,geschützt
tfidf_Nachricht_möglich,0.35567943297574506,möglich
tfidf_Nachricht_erzielt,0.35540040229589015,erzielt
tfidf_Nachricht_unannehmlichkeiten,0.3552919811143021,unannehmlichkeiten
tfidf_Nachricht_docker,0.3551334359794555,docker
tfidf_Nachricht_markenagentur,0.3541577159183944,markenagentur
tfidf_Nachricht_nutzer,0.3534805009268617,nutzer
tfidf_Nachricht_gestört,0.349653966235509,gestört
tfidf_Nachricht_tipps,0.349211292719865,tipps
tfidf_Nachricht_korrekt,0.3464220041892954,korrekt
tfidf_Nachricht_ab,0.3463310649823941,ab
tfidf_Nachricht_führen,0.3452799265895591,führen
tfidf_Nachricht_begegnen,0.34422683737056325,begegnen
tfidf_Nachricht_negativ,0.3437360353166405,negativ
tfidf_Nachricht_krankenhauses,0.3416702841305931,krankenhauses
